02-03-25 17:11:59,798 | TRACE | NormalizingIdentifierHelperImpl | Normalizing identifier quoting [null]
02-03-25 23:10:24,546 | DEBUG | BasicTypeRegistry    | Adding type registration java.sql.NClob -> org.hibernate.type.BasicTypeReference@17aad511
02-03-25 23:10:24,546 | DEBUG | BasicTypeRegistry    | Adding type registration materialized_clob -> org.hibernate.type.BasicTypeReference@487db668
02-03-25 23:10:24,546 | DEBUG | BasicTypeRegistry    | Adding type registration materialized_clob_char_array -> org.hibernate.type.BasicTypeReference@46944ca9
02-03-25 23:10:24,546 | DEBUG | BasicTypeRegistry    | Adding type registration materialized_clob_character_array -> org.hibernate.type.BasicTypeReference@22bac7bc
02-03-25 23:10:24,547 | DEBUG | BasicTypeRegistry    | Adding type registration materialized_nclob -> org.hibernate.type.BasicTypeReference@63798ca7
02-03-25 23:10:24,548 | DEBUG | BasicTypeRegistry    | Adding type registration materialized_nclob_character_array -> org.hibernate.type.BasicTypeReference@4612b856
02-03-25 23:10:24,550 | DEBUG | BasicTypeRegistry    | Adding type registration materialized_nclob_char_array -> org.hibernate.type.BasicTypeReference@22875539
02-03-25 23:10:24,550 | DEBUG | BasicTypeRegistry    | Adding type registration Duration -> org.hibernate.type.BasicTypeReference@5674e1f2
02-03-25 23:10:24,550 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.Duration -> org.hibernate.type.BasicTypeReference@5674e1f2
02-03-25 23:10:24,551 | DEBUG | BasicTypeRegistry    | Adding type registration LocalDateTime -> org.hibernate.type.BasicTypeReference@79c7532f
02-03-25 23:10:24,551 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.LocalDateTime -> org.hibernate.type.BasicTypeReference@79c7532f
02-03-25 23:10:24,551 | DEBUG | BasicTypeRegistry    | Adding type registration LocalDate -> org.hibernate.type.BasicTypeReference@2a448449
02-03-25 23:10:24,551 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.LocalDate -> org.hibernate.type.BasicTypeReference@2a448449
02-03-25 23:10:24,551 | DEBUG | BasicTypeRegistry    | Adding type registration LocalTime -> org.hibernate.type.BasicTypeReference@32f232a5
02-03-25 23:10:24,551 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.LocalTime -> org.hibernate.type.BasicTypeReference@32f232a5
02-03-25 23:10:24,551 | DEBUG | BasicTypeRegistry    | Adding type registration OffsetDateTime -> org.hibernate.type.BasicTypeReference@43f82e78
02-03-25 23:10:24,552 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.OffsetDateTime -> org.hibernate.type.BasicTypeReference@43f82e78
02-03-25 23:10:24,552 | DEBUG | BasicTypeRegistry    | Adding type registration OffsetDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@e54303
02-03-25 23:10:24,552 | DEBUG | BasicTypeRegistry    | Adding type registration OffsetDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@e8df99a
02-03-25 23:10:24,552 | DEBUG | BasicTypeRegistry    | Adding type registration OffsetTime -> org.hibernate.type.BasicTypeReference@2dc995f4
02-03-25 23:10:24,552 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.OffsetTime -> org.hibernate.type.BasicTypeReference@2dc995f4
02-03-25 23:10:24,552 | DEBUG | BasicTypeRegistry    | Adding type registration OffsetTimeUtc -> org.hibernate.type.BasicTypeReference@2f40e5db
02-03-25 23:10:24,552 | DEBUG | BasicTypeRegistry    | Adding type registration OffsetTimeWithTimezone -> org.hibernate.type.BasicTypeReference@517566b
02-03-25 23:10:24,553 | DEBUG | BasicTypeRegistry    | Adding type registration OffsetTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@64b73e7a
02-03-25 23:10:24,553 | DEBUG | BasicTypeRegistry    | Adding type registration ZonedDateTime -> org.hibernate.type.BasicTypeReference@530712d
02-03-25 23:10:24,553 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.ZonedDateTime -> org.hibernate.type.BasicTypeReference@530712d
02-03-25 23:10:24,553 | DEBUG | BasicTypeRegistry    | Adding type registration ZonedDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@2df6226d
02-03-25 23:10:24,553 | DEBUG | BasicTypeRegistry    | Adding type registration ZonedDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@12ed9db6
02-03-25 23:10:24,553 | DEBUG | BasicTypeRegistry    | Adding type registration date -> org.hibernate.type.BasicTypeReference@4ff4357f
02-03-25 23:10:24,553 | DEBUG | BasicTypeRegistry    | Adding type registration java.sql.Date -> org.hibernate.type.BasicTypeReference@4ff4357f
02-03-25 23:10:24,554 | DEBUG | BasicTypeRegistry    | Adding type registration time -> org.hibernate.type.BasicTypeReference@49cb9cb5
02-03-25 23:10:24,554 | DEBUG | BasicTypeRegistry    | Adding type registration java.sql.Time -> org.hibernate.type.BasicTypeReference@49cb9cb5
02-03-25 23:10:24,554 | DEBUG | BasicTypeRegistry    | Adding type registration timestamp -> org.hibernate.type.BasicTypeReference@55322aab
02-03-25 23:10:24,554 | DEBUG | BasicTypeRegistry    | Adding type registration java.sql.Timestamp -> org.hibernate.type.BasicTypeReference@55322aab
02-03-25 23:10:24,554 | DEBUG | BasicTypeRegistry    | Adding type registration java.util.Date -> org.hibernate.type.BasicTypeReference@55322aab
02-03-25 23:10:24,554 | DEBUG | BasicTypeRegistry    | Adding type registration calendar -> org.hibernate.type.BasicTypeReference@2b4c1d96
02-03-25 23:10:24,554 | DEBUG | BasicTypeRegistry    | Adding type registration java.util.Calendar -> org.hibernate.type.BasicTypeReference@2b4c1d96
02-03-25 23:10:24,554 | DEBUG | BasicTypeRegistry    | Adding type registration java.util.GregorianCalendar -> org.hibernate.type.BasicTypeReference@2b4c1d96
02-03-25 23:10:24,555 | DEBUG | BasicTypeRegistry    | Adding type registration calendar_date -> org.hibernate.type.BasicTypeReference@45fd9a4d
02-03-25 23:10:24,555 | DEBUG | BasicTypeRegistry    | Adding type registration calendar_time -> org.hibernate.type.BasicTypeReference@50468873
02-03-25 23:10:24,555 | DEBUG | BasicTypeRegistry    | Adding type registration instant -> org.hibernate.type.BasicTypeReference@146587a2
02-03-25 23:10:24,555 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.Instant -> org.hibernate.type.BasicTypeReference@146587a2
02-03-25 23:10:24,555 | DEBUG | BasicTypeRegistry    | Adding type registration uuid -> org.hibernate.type.BasicTypeReference@5f0e9815
02-03-25 23:10:24,555 | DEBUG | BasicTypeRegistry    | Adding type registration java.util.UUID -> org.hibernate.type.BasicTypeReference@5f0e9815
02-03-25 23:10:24,555 | DEBUG | BasicTypeRegistry    | Adding type registration pg-uuid -> org.hibernate.type.BasicTypeReference@5f0e9815
02-03-25 23:10:24,556 | DEBUG | BasicTypeRegistry    | Adding type registration uuid-binary -> org.hibernate.type.BasicTypeReference@76884e4b
02-03-25 23:10:24,556 | DEBUG | BasicTypeRegistry    | Adding type registration uuid-char -> org.hibernate.type.BasicTypeReference@126945f9
02-03-25 23:10:24,556 | DEBUG | BasicTypeRegistry    | Adding type registration class -> org.hibernate.type.BasicTypeReference@2a898881
02-03-25 23:10:24,556 | DEBUG | BasicTypeRegistry    | Adding type registration java.lang.Class -> org.hibernate.type.BasicTypeReference@2a898881
02-03-25 23:10:24,556 | DEBUG | BasicTypeRegistry    | Adding type registration currency -> org.hibernate.type.BasicTypeReference@16c63f5
02-03-25 23:10:24,556 | DEBUG | BasicTypeRegistry    | Adding type registration Currency -> org.hibernate.type.BasicTypeReference@16c63f5
02-03-25 23:10:24,556 | DEBUG | BasicTypeRegistry    | Adding type registration java.util.Currency -> org.hibernate.type.BasicTypeReference@16c63f5
02-03-25 23:10:24,557 | DEBUG | BasicTypeRegistry    | Adding type registration locale -> org.hibernate.type.BasicTypeReference@35229f85
02-03-25 23:10:24,557 | DEBUG | BasicTypeRegistry    | Adding type registration java.util.Locale -> org.hibernate.type.BasicTypeReference@35229f85
02-03-25 23:10:24,557 | DEBUG | BasicTypeRegistry    | Adding type registration serializable -> org.hibernate.type.BasicTypeReference@6d3c5255
02-03-25 23:10:24,557 | DEBUG | BasicTypeRegistry    | Adding type registration java.io.Serializable -> org.hibernate.type.BasicTypeReference@6d3c5255
02-03-25 23:10:24,557 | DEBUG | BasicTypeRegistry    | Adding type registration timezone -> org.hibernate.type.BasicTypeReference@b1712f3
02-03-25 23:10:24,557 | DEBUG | BasicTypeRegistry    | Adding type registration java.util.TimeZone -> org.hibernate.type.BasicTypeReference@b1712f3
02-03-25 23:10:24,557 | DEBUG | BasicTypeRegistry    | Adding type registration ZoneOffset -> org.hibernate.type.BasicTypeReference@6986bbaf
02-03-25 23:10:24,557 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.ZoneOffset -> org.hibernate.type.BasicTypeReference@6986bbaf
02-03-25 23:10:24,558 | DEBUG | BasicTypeRegistry    | Adding type registration url -> org.hibernate.type.BasicTypeReference@4879dfad
02-03-25 23:10:24,558 | DEBUG | BasicTypeRegistry    | Adding type registration java.net.URL -> org.hibernate.type.BasicTypeReference@4879dfad
02-03-25 23:10:24,558 | DEBUG | BasicTypeRegistry    | Adding type registration vector -> org.hibernate.type.BasicTypeReference@4758820d
02-03-25 23:10:24,558 | DEBUG | BasicTypeRegistry    | Adding type registration row_version -> org.hibernate.type.BasicTypeReference@74eb909f
02-03-25 23:10:24,567 | DEBUG | BasicTypeRegistry    | Adding type registration object -> org.hibernate.type.JavaObjectType@1e0f9063
02-03-25 23:10:24,567 | DEBUG | BasicTypeRegistry    | Adding type registration java.lang.Object -> org.hibernate.type.JavaObjectType@1e0f9063
02-03-25 23:10:24,569 | DEBUG | BasicTypeRegistry    | Adding type registration null -> org.hibernate.type.NullType@2d96543c
02-03-25 23:10:24,570 | DEBUG | BasicTypeRegistry    | Adding type registration imm_date -> org.hibernate.type.BasicTypeReference@73a2e526
02-03-25 23:10:24,570 | DEBUG | BasicTypeRegistry    | Adding type registration imm_time -> org.hibernate.type.BasicTypeReference@7d64e326
02-03-25 23:10:24,570 | DEBUG | BasicTypeRegistry    | Adding type registration imm_timestamp -> org.hibernate.type.BasicTypeReference@13f95696
02-03-25 23:10:24,571 | DEBUG | BasicTypeRegistry    | Adding type registration imm_calendar -> org.hibernate.type.BasicTypeReference@cd1d761
02-03-25 23:10:24,571 | DEBUG | BasicTypeRegistry    | Adding type registration imm_calendar_date -> org.hibernate.type.BasicTypeReference@68be8808
02-03-25 23:10:24,571 | DEBUG | BasicTypeRegistry    | Adding type registration imm_calendar_time -> org.hibernate.type.BasicTypeReference@32193bea
02-03-25 23:10:24,571 | DEBUG | BasicTypeRegistry    | Adding type registration imm_binary -> org.hibernate.type.BasicTypeReference@6b8d96d9
02-03-25 23:10:24,571 | DEBUG | BasicTypeRegistry    | Adding type registration imm_serializable -> org.hibernate.type.BasicTypeReference@69653e16
02-03-25 23:10:24,575 | TRACE | SqmFunctionRegistry  | SqmFunctionRegistry created
02-03-25 23:10:24,577 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.boot.cfgxml.spi.CfgXmlAccessService]
02-03-25 23:10:24,583 | DEBUG | BootstrapContextImpl | Injecting ScanEnvironment [org.hibernate.jpa.boot.internal.StandardJpaScanEnvironmentImpl@30b19518] into BootstrapContext; was [null]
02-03-25 23:10:24,583 | DEBUG | BootstrapContextImpl | Injecting ScanOptions [org.hibernate.boot.archive.scan.internal.StandardScanOptions@363042d7] into BootstrapContext; was [org.hibernate.boot.archive.scan.internal.StandardScanOptions@366ac49b]
02-03-25 23:10:24,780 | DEBUG | BootstrapContextImpl | Injecting JPA temp ClassLoader [null] into BootstrapContext; was [null]
02-03-25 23:10:24,780 | DEBUG | ClassLoaderAccessImpl | ClassLoaderAccessImpl#injectTempClassLoader(null) [was null]
02-03-25 23:10:24,799 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.env.spi.JdbcEnvironment]
02-03-25 23:10:24,799 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.dialect.spi.DialectFactory]
02-03-25 23:10:24,802 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.dialect.spi.DialectResolver]
02-03-25 23:10:24,812 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.connections.spi.MultiTenantConnectionProvider]
02-03-25 23:10:24,812 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.connections.spi.ConnectionProvider]
02-03-25 23:10:24,813 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.connections.spi.MultiTenantConnectionProvider]
02-03-25 23:10:24,825 | WARN  | pooling              | HHH10001002: Using built-in connection pool (not intended for production use)
02-03-25 23:10:24,839 | INFO  | pooling              | HHH10001005: Loaded JDBC driver class: com.mysql.cj.jdbc.Driver
02-03-25 23:10:24,839 | INFO  | pooling              | HHH10001012: Connecting with JDBC URL [jdbc:mysql://localhost:3306/bicicletario]
02-03-25 23:10:24,839 | INFO  | pooling              | HHH10001001: Connection properties: {password=0397154#_!54179330_#!WSX_yhn#!, user=luck}
02-03-25 23:10:24,840 | INFO  | pooling              | HHH10001003: Autocommit mode: false
02-03-25 23:10:24,844 | DEBUG | pooling              | Initializing Connection pool with 1 Connections
02-03-25 23:10:24,845 | INFO  | pooling              | HHH10001115: Connection pool size: 20 (min=1)
02-03-25 23:10:25,979 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.resource.transaction.spi.TransactionCoordinatorBuilder]
02-03-25 23:10:26,019 | DEBUG | JdbcEnvironmentInitiator | Database ->
       name : MySQL
    version : 8.0.40
      major : 8
      minor : 0
02-03-25 23:10:26,019 | DEBUG | JdbcEnvironmentInitiator | Driver ->
       name : MySQL Connector/J
    version : mysql-connector-j-8.0.33 (Revision: 7d6b0800528b6b25c68b52dc10d6c1c8429c100c)
      major : 8
      minor : 0
02-03-25 23:10:26,019 | DEBUG | JdbcEnvironmentInitiator | JDBC version : 4.2
02-03-25 23:10:26,148 | WARN  | deprecation          | HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
02-03-25 23:10:26,151 | DEBUG | dialect              | HHH035001: Using dialect: org.hibernate.dialect.MySQL8Dialect, version: 8.0
02-03-25 23:10:26,152 | WARN  | deprecation          | HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
02-03-25 23:10:26,169 | DEBUG | IdentifierHelperBuilder | JDBC driver metadata reported database stores quoted identifiers in more than one case
02-03-25 23:10:26,169 | DEBUG | IdentifierHelperBuilder | IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
02-03-25 23:10:26,180 | TRACE | NormalizingIdentifierHelperImpl | Normalizing identifier quoting [bicicletario]
02-03-25 23:10:26,184 | TRACE | NormalizingIdentifierHelperImpl | Normalizing identifier quoting [null]
02-03-25 23:10:26,197 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.spi.JdbcServices]
02-03-25 23:10:26,198 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.spi.SqlStatementLogger]
02-03-25 23:10:26,199 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.sql.ast.spi.ParameterMarkerStrategy]
02-03-25 23:10:26,219 | DEBUG | DdlTypeRegistry      | addDescriptor(12, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@545607f2) replaced previous registration(org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@39109136)
02-03-25 23:10:26,219 | DEBUG | DdlTypeRegistry      | addDescriptor(-9, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@27c04377) replaced previous registration(org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@34dc85a)
02-03-25 23:10:26,220 | DEBUG | DdlTypeRegistry      | addDescriptor(-3, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@67403656) replaced previous registration(org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@5a6482a9)
02-03-25 23:10:26,220 | DEBUG | DdlTypeRegistry      | addDescriptor(4003, org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@7f9ab969) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@12f8b1d8)
02-03-25 23:10:26,220 | DEBUG | DdlTypeRegistry      | addDescriptor(4001, org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@746cd757) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@ae372b9)
02-03-25 23:10:26,220 | DEBUG | DdlTypeRegistry      | addDescriptor(4002, org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@2098d37d) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@77b9d0c7)
02-03-25 23:10:26,221 | DEBUG | DdlTypeRegistry      | addDescriptor(2004, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@65fd6708) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@749ab7b4)
02-03-25 23:10:26,221 | DEBUG | DdlTypeRegistry      | addDescriptor(2005, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@127f9161) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@2bf94401)
02-03-25 23:10:26,221 | DEBUG | DdlTypeRegistry      | addDescriptor(2011, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@2532b351) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@4349754)
02-03-25 23:10:26,225 | DEBUG | JdbcTypeRegistry     | addDescriptor(NCharTypeDescriptor) replaced previous registration(CharTypeDescriptor)
02-03-25 23:10:26,225 | DEBUG | JdbcTypeRegistry     | addDescriptor(NVarcharTypeDescriptor) replaced previous registration(VarcharTypeDescriptor)
02-03-25 23:10:26,226 | DEBUG | JdbcTypeRegistry     | addDescriptor(LongNVarcharTypeDescriptor) replaced previous registration(LongVarcharTypeDescriptor)
02-03-25 23:10:26,232 | DEBUG | JdbcTypeRegistry     | addDescriptor(NClobTypeDescriptor(DEFAULT)) replaced previous registration(ClobTypeDescriptor(DEFAULT))
02-03-25 23:10:26,233 | DEBUG | JdbcTypeRegistry     | addDescriptor(2005, ClobTypeDescriptor(STREAM_BINDING)) replaced previous registration(ClobTypeDescriptor(DEFAULT))
02-03-25 23:10:26,240 | DEBUG | BasicTypeRegistry    | Adding type registration null -> org.hibernate.type.NullType@5e8604bf
02-03-25 23:10:26,240 | DEBUG | BasicTypeRegistry    | Type registration key [null] overrode previous entry : `org.hibernate.type.NullType@2d96543c`
02-03-25 23:10:26,249 | DEBUG | BasicTypeRegistry    | Adding type registration org.hibernate.type.DurationType -> basicType@1(java.time.Duration,3015)
02-03-25 23:10:26,249 | DEBUG | BasicTypeRegistry    | Adding type registration Duration -> basicType@1(java.time.Duration,3015)
02-03-25 23:10:26,249 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.Duration -> basicType@1(java.time.Duration,3015)
02-03-25 23:10:26,256 | DEBUG | BasicTypeRegistry    | Adding type registration org.hibernate.type.OffsetDateTimeType -> basicType@2(java.time.OffsetDateTime,3003)
02-03-25 23:10:26,256 | DEBUG | BasicTypeRegistry    | Adding type registration OffsetDateTime -> basicType@2(java.time.OffsetDateTime,3003)
02-03-25 23:10:26,256 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.OffsetDateTime -> basicType@2(java.time.OffsetDateTime,3003)
02-03-25 23:10:26,256 | DEBUG | BasicTypeRegistry    | Adding type registration org.hibernate.type.ZonedDateTimeType -> basicType@3(java.time.ZonedDateTime,3003)
02-03-25 23:10:26,257 | DEBUG | BasicTypeRegistry    | Adding type registration ZonedDateTime -> basicType@3(java.time.ZonedDateTime,3003)
02-03-25 23:10:26,257 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.ZonedDateTime -> basicType@3(java.time.ZonedDateTime,3003)
02-03-25 23:10:26,258 | DEBUG | BasicTypeRegistry    | Adding type registration org.hibernate.type.OffsetTimeType -> basicType@4(java.time.OffsetTime,3007)
02-03-25 23:10:26,259 | DEBUG | BasicTypeRegistry    | Adding type registration OffsetTime -> basicType@4(java.time.OffsetTime,3007)
02-03-25 23:10:26,259 | DEBUG | BasicTypeRegistry    | Adding type registration java.time.OffsetTime -> basicType@4(java.time.OffsetTime,3007)
02-03-25 23:10:26,262 | DEBUG | TypeConfiguration$Scope | Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@153d4abb] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@6d4c273c]
02-03-25 23:10:26,335 | DEBUG | Namespace            | Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
02-03-25 23:10:26,384 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.resource.beans.spi.ManagedBeanRegistry]
02-03-25 23:10:26,429 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.boot.spi.SessionFactoryBuilderService]
02-03-25 23:10:26,457 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.connections.spi.MultiTenantConnectionProvider]
02-03-25 23:10:26,458 | TRACE | BatchFetchStyle      | Interpreting BatchFetchStyle from setting : null
02-03-25 23:10:26,464 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.bytecode.spi.BytecodeProvider]
02-03-25 23:10:26,963 | DEBUG | SessionFactoryImpl   | Building session factory
02-03-25 23:10:26,964 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.service.spi.SessionFactoryServiceRegistryFactory]
02-03-25 23:10:27,081 | DEBUG | SessionFactoryServiceRegistryImpl | EventListenerRegistry access via ServiceRegistry is deprecated.  Use `sessionFactory.getEventEngine().getListenerRegistry()` instead
